trade_id,symbol,order_side,state,placed_candle,placed_datetime,entry_price,entry_executed_price,size,tp,sl,open_candle,open_datetime,close_candle,close_datetime,exit_price,pnl,rsi_at_break,time_to_fill,relative_volume,highest_excursion_from_breakout,atr_rel_excursion,atr_breakout_wick,atr_sl_dist,atr_tp_dist
e5eeb386-43ec-465a-a22b-684057b57bd3,XAUUSD,BUY,SL_HIT,113,2016-03-15 22:00:00,1250.93001,1250.93001,548,1287.4900499999999,1232.6299900000001,115,2016-03-17 22:00:00,119,2016-03-22 22:00:00,1232.6299900000001,-10028.410959999946,59.513288880531626,3,0.988164830851443,20.05998999999997,0.9241830115609374,0.17962965103294953,0.8197571587271789,1.6377225004864497
9298aa30-6ab3-42e5-a851-332e2f349536,XAUUSD,SELL,SL_HIT,127,2016-03-31 22:00:00,1225.32999,1225.32999,1554,1212.42995,1231.80001,130,2016-04-04 22:00:00,131,2016-04-05 22:00:00,1231.80001,-10054.411079999963,46.02570778905618,4,0.6618291627850785,16.349989999999934,0.9351279606720915,0.6775331251364881,0.34193860142711285,0.6817632149442854
d8451547-59bc-4ff1-90d2-63d460b5f832,XAUUSD,BUY,TP_HIT,132,2016-04-06 22:00:00,1229.72001,1229.72001,1527,1242.8400499999998,1223.1399900000001,133,2016-04-07 22:00:00,134,2016-04-09 22:00:00,1242.8400499999998,20034.301079999677,54.32017260268399,2,0.9281780164135427,13.619989999999916,0.789177871443176,0.16904675082849235,0.3745222226890455,0.7467677214612111
e5e74312-b4b7-45c8-a943-7e8920dd410a,XAUUSD,BUY,SL_HIT,134,2016-04-09 22:00:00,1240.42001,1240.42001,12689,1242.0000499999999,1239.6099900000002,137,2016-04-12 22:00:00,138,2016-04-13 22:00:00,1239.6099900000002,-10278.343779998668,56.06929792053607,4,0.01998764015184956,22.329989999999952,1.3723600241224665,0.18077310150700757,0.04864778328328496,0.0948932662143195
a881299a-d3ae-47d7-a621-b9c64b0538eb,XAUUSD,SELL,SL_HIT,138,2016-04-13 22:00:00,1239.6299900000001,1239.6299900000001,536,1202.2699500000006,1258.33001,141,2016-04-17 22:00:00,144,2016-04-20 22:00:00,1258.33001,-10023.210719999875,47.0267556695037,4,1.2269089744484638,15.749990000000025,1.0417048296743046,0.24768493152982946,1.1296861398308504,2.2569558413053143
09d296af-a07a-40ab-bf46-ca9d8d7e7e44,XAUUSD,SELL,SL_HIT,145,2016-04-21 22:00:00,1244.34999,1244.34999,1905,1233.82995,1249.6300099999999,148,2016-04-25 22:00:00,149,2016-04-26 22:00:00,1249.6300099999999,-10058.438099999852,47.79325054482999,4,1.3485049462228118,16.969989999999825,1.0679519248414164,0.25325244846244566,0.30252895767663107,0.6027660379916131
e1071920-8a5d-4c12-8a0d-0f1e80be9196,XAUUSD,SELL,TP_HIT,171,2016-05-22 22:00:00,1250.77999,1250.77999,9636,1248.6999500000002,1251.84001,172,2016-05-23 22:00:00,173,2016-05-24 22:00:00,1227.6,223362.38364000086,43.100810528188184,2,1.0558528289364526,24.579989999999952,0.4776579315136117,0.4401452808909503,0.07026548202560057,0.13787948645547488
1019517e-fcc7-47d7-ab63-edff89bdc768,XAUUSD,SELL,SL_HIT,180,2016-06-01 22:00:00,1209.27999,1209.27999,1652,1197.1199500000002,1215.3800099999999,181,2016-06-02 22:00:00,182,2016-06-04 22:00:00,1242.66,-55143.77652000014,30.813132547923914,2,1.0201356940428024,2.269990000000007,0.14403360017023645,0.0786538949674119,0.43224354268391363,0.8616527107744093
04a38988-f794-4493-9f8c-c29e3a134e91,XAUUSD,BUY,SL_HIT,193,2016-06-16 22:00:00,1291.92001,1286.55,990,1312.2000500000001,1281.75999,194,2016-06-18 22:00:00,195,2016-06-19 22:00:00,1281.75999,-4742.109899999939,69.05129461793118,2,1.3722252678632252,7.599989999999934,0.45496932495699555,0.07074365544919754,0.6143221831084732,1.2262257797058649
760e5a56-7351-4e5d-8331-0050ac03a515,XAUUSD,BUY,TP_HIT,207,2016-07-03 22:00:00,1342.39001,1342.39001,14761,1343.75005,1341.68999,208,2016-07-04 22:00:00,209,2016-07-05 22:00:00,1359.4600000000003,251970.1223900028,70.66568273020012,2,0.9332240695214152,17.759990000000016,0.7512921042786083,0.39993402388759797,0.035171082336908674,0.06833244596081618
ddf597c1-dafd-4bbd-b9fd-c2552b548d57,XAUUSD,BUY,SL_HIT,212,2016-07-09 22:00:00,1366.93001,1366.93001,1729,1378.5700500000003,1361.08999,213,2016-07-10 22:00:00,214,2016-07-11 22:00:00,1353.4,-23393.387289999908,73.6404078629763,2,0.03739134249480339,8.209990000000062,0.40604932325223003,0.12052775620852804,0.2908613664516191,0.5797305385857437
227ef4dd-4568-4162-8640-e40faf1c19f8,XAUUSD,BUY,SL_HIT,222,2016-07-20 22:00:00,1331.8500099999999,1331.8500099999999,574,1366.8900499999997,1314.30999,223,2016-07-21 22:00:00,225,2016-07-24 22:00:00,1314.30999,-10067.97147999995,52.66425847024872,2,1.186373589957851,9.330009999999902,0.11296314631735549,0.0771411951606366,0.9080926885513114,1.814114472534554
7cd637b0-8650-4911-8865-3e0876289915,XAUUSD,BUY,TP_HIT,227,2016-07-26 22:00:00,1332.50001,1332.50001,637,1364.0400499999998,1316.70999,228,2016-07-27 22:00:00,232,2016-08-01 22:00:00,1364.0400499999998,20091.005479999912,55.5842820157357,2,1.0252330771465548,22.519990000000007,0.5737202195580995,0.20480717151139646,0.9008103995287553,1.7993388250016755
620ea669-8409-44eb-945b-e71d87181bc4,XAUUSD,BUY,SL_HIT,245,2016-08-16 22:00:00,1346.76001,1346.76001,1133,1364.5200499999996,1337.8599900000002,246,2016-08-17 22:00:00,247,2016-08-18 22:00:00,1337.8599900000002,-10083.722659999788,57.02572572717017,2,1.1808414113401375,9.349989999999934,0.33929286508739837,0.03265943804878512,0.5932033710672185,1.1837406655590283
4b8784df-470a-496b-8cce-34b85b268521,XAUUSD,SELL,TP_HIT,251,2016-08-23 22:00:00,1337.3999900000001,1337.3999900000001,11698,1335.6799500000004,1338.28001,253,2016-08-25 22:00:00,254,2016-08-27 22:00:00,1320.67,195707.4230200005,41.557512819151604,3,1.1383982074930956,19.299990000000207,1.3782688677276436,0.17017272230928754,0.06482917709376365,0.12671164038130847
dbfca87b-d6b3-4cd0-bff2-dfdf33cc0615,XAUUSD,SELL,SL_HIT,270,2016-09-14 22:00:00,1319.93999,1319.93999,3524,1314.2199500000004,1322.82001,275,2016-09-20 22:00:00,276,2016-09-21 22:00:00,1332.76,-45177.715239999685,41.24257989490606,6,1.3127795495116032,13.769990000000007,1.074790023792629,0.5183437474927118,0.2208343727298631,0.4386016226934999
a3fdb511-0364-475b-8c3d-5751e00a3432,XAUUSD,SELL,SL_HIT,295,2016-10-13 22:00:00,1254.28999,1254.28999,2981,1247.5299499999999,1257.69001,297,2016-10-16 22:00:00,298,2016-10-17 22:00:00,1257.69001,-10135.459620000122,22.553423586615935,3,1.3004514340062423,8.109989999999925,0.6817263129610409,0.308491350009468,0.26091461688040013,0.518759668089067
794a7982-3154-4f3b-b62b-6be4750abc38,XAUUSD,SELL,SL_HIT,303,2016-10-23 22:00:00,1265.55999,1265.55999,18656,1264.4799500000001,1266.1200099999999,304,2016-10-24 22:00:00,305,2016-10-25 22:00:00,1274.26,-162307.38656000036,38.36016010094151,2,0.937711882203995,5.239990000000034,0.47082882688955247,0.38105340854671366,0.051545297066252514,0.09940891868761267
c041000a-4ed1-4c65-9d77-d54f77a73a36,XAUUSD,SELL,SL_HIT,321,2016-11-13 22:00:00,1226.57999,1226.57999,3341,1220.55995,1229.6100099999999,322,2016-11-14 22:00:00,323,2016-11-15 22:00:00,1229.6100099999999,-10123.29681999974,27.729646762282712,2,1.9363458824347997,15.05998999999997,0.7734318875947004,0.6075630714978193,0.15151672904524785,0.30103325044770635
3d848cfd-a99d-4c09-909d-25132bda5422,XAUUSD,SELL,TP_HIT,335,2016-11-29 22:00:00,1182.90999,1182.90999,867,1159.7099500000004,1194.53001,338,2016-12-03 22:00:00,339,2016-12-04 22:00:00,1159.7099500000004,20114.434679999755,24.900088607894602,4,1.0637512449355044,22.20999000000006,1.3706172295013057,0.12176748357136925,0.6802599011773354,1.3581781199783005
dc713d54-4e42-45aa-9b9a-300db1972312,XAUUSD,SELL,TP_HIT,339,2016-12-04 22:00:00,1172.55999,1172.55999,1172,1155.3999499999998,1181.16001,340,2016-12-05 22:00:00,345,2016-12-11 22:00:00,1155.3999499999998,20111.566880000246,27.641780851759535,2,1.3125670119261739,16.259990000000016,0.953487270012428,0.7786488272392202,0.5123485453124577,1.022314079676978
a5a6652a-e663-4a3e-81f8-7de05bf74ba9,XAUUSD,BUY,TP_HIT,367,2017-01-08 22:00:00,1180.88001,1180.88001,1210,1197.5000500000003,1172.54999,368,2017-01-09 22:00:00,369,2017-01-10 22:00:00,1197.5000500000003,20110.248400000295,61.1691312991994,2,1.3040218813608608,9.739989999999807,0.4401315369259901,0.3011801288038555,0.6817490479724675,1.3602243988927223
e46f7b74-e5c7-4023-b384-597ab95d3786,XAUUSD,BUY,SL_HIT,378,2017-01-21 22:00:00,1215.1000099999999,1215.1000099999999,835,1239.1800499999997,1203.03999,379,2017-01-22 22:00:00,381,2017-01-24 22:00:00,1203.03999,-10070.116699999911,69.03554047741873,2,0.042668630998864664,4.499990000000025,0.050767702239081725,0.01780355356940821,0.9759600550822995,1.94868310042471
d516ee1b-8091-41da-a4ea-7740bffcf75d,XAUUSD,BUY,TP_HIT,388,2017-02-01 22:00:00,1211.6000099999999,1211.6000099999999,5468,1215.2800499999996,1209.73999,389,2017-02-02 22:00:00,390,2017-02-04 22:00:00,1219.46,42978.42532000083,62.40162360413686,2,1.0773202100848902,13.669990000000098,1.0501847641624777,0.8207126175141057,0.14414937514905335,0.28519879706859447
481cdffb-685d-4e6d-a683-bc042af56ef3,XAUUSD,BUY,SL_HIT,393,2017-02-07 22:00:00,1233.46001,1233.46001,7294,1236.2200500000001,1232.05999,394,2017-02-08 22:00:00,395,2017-02-09 22:00:00,1226.6,-50036.912940000744,72.07261319922927,2,1.072653433275549,11.29998999999998,0.8678384590797019,0.3893652970163592,0.11170475473952297,0.22021799065104583
83d2e2e7-0ce3-4009-8b10-be733b4de627,XAUUSD,BUY,SL_HIT,399,2017-02-14 22:00:00,1232.51001,1232.51001,1630,1244.85005,1226.31999,400,2017-02-15 22:00:00,404,2017-02-20 22:00:00,1226.31999,-10089.732600000007,62.46138150336112,2,1.1246543902919326,11.29998999999998,0.12455577215010878,0.08255976932534072,0.4776136666535292,0.952140986790226
43e60682-aa52-4a06-9c4c-9839d0e1ad12,XAUUSD,BUY,SL_HIT,406,2017-02-22 22:00:00,1237.1200099999999,1237.1200099999999,4636,1241.4600499999995,1234.92999,411,2017-02-28 22:00:00,412,2017-03-01 22:00:00,1234.92999,-10152.932719998964,68.82421335004447,6,0.9487204983130642,26.719990000000053,2.3226617118076027,0.15550744170720304,0.18712330081733158,0.3708288556630797
adcbe51e-927c-4330-882f-dd1ef9977047,XAUUSD,BUY,TP_HIT,439,2017-04-02 22:00:00,1253.1000099999999,1253.1000099999999,1055,1272.1600499999997,1243.54999,440,2017-04-03 22:00:00,446,2017-04-10 22:00:00,1272.1600499999997,20108.342199999835,62.73946437027702,2,1.213713240476821,17.779990000000225,0.28213569208343264,0.13591437198004055,0.9474342851800743,1.8909002675286186
311f61da-7da3-498b-9219-9f4830f511c2,XAUUSD,BUY,SL_HIT,455,2017-04-23 22:00:00,1271.29001,1271.29001,4573,1275.69005,1269.06999,456,2017-04-24 22:00:00,457,2017-04-25 22:00:00,1263.58,-35257.87573000005,58.787159908938946,2,1.97452218403762,6.8699900000001435,0.5193026536549561,0.13458840350379578,0.1940187971081173,0.3845417915278274
33545a5c-4a31-4175-bca5-766b96ecf4d7,XAUUSD,BUY,SL_HIT,460,2017-04-29 22:00:00,1268.29001,1268.29001,2471,1276.4300499999997,1264.19999,461,2017-04-30 22:00:00,462,2017-05-01 22:00:00,1256.43,-29306.08470999969,54.4355955183785,2,0.020186308567083183,2.9499900000000707,0.2691630348322225,0.047889868260179366,0.39174103796298493,0.779650886465159
36917784-6f6d-4af7-986d-074f77b434cf,XAUUSD,SELL,SL_HIT,469,2017-05-09 22:00:00,1221.08999,1221.08999,1591,1208.4499499999997,1227.43001,470,2017-05-10 22:00:00,471,2017-05-11 22:00:00,1227.43001,-10086.971820000152,28.65706067000147,2,1.257446548685965,4.0799899999999525,0.3119933435188612,0.11961319157440074,0.5701879901094624,1.1367785909986452
1a98537d-981c-483e-a6d9-4753cc832679,XAUUSD,BUY,SL_HIT,487,2017-05-30 22:00:00,1267.71001,1267.7100099999998,1695,1279.57005,1261.75999,488,2017-05-31 22:00:00,489,2017-06-01 22:00:00,1261.75999,-10085.283899999606,59.875531625637464,2,1.1885832101046823,6.389989999999898,0.6194851235690014,0.47551614887010873,0.5704295556653691,1.1370243036785632
d027d78f-a77f-4d93-a2da-335013dae726,XAUUSD,SELL,SL_HIT,503,2017-06-18 22:00:00,1253.86999,1253.86999,9308,1251.7099499999997,1254.97001,506,2017-06-21 22:00:00,507,2017-06-22 22:00:00,1254.97001,-10238.9861600008,37.50430297465097,4,0.9060892341349195,13.029989999999998,1.303900743748044,0.0759271757498461,0.1031128541584665,0.2024762181564499
57fb9608-1975-4f8d-9cd2-530fce29d6c0,XAUUSD,SELL,TP_HIT,509,2017-06-25 22:00:00,1243.86999,1243.86999,722,1216.0299499999999,1257.81001,510,2017-06-26 22:00:00,519,2017-07-06 22:00:00,1216.0299499999999,20100.50888000003,39.22418435950109,2,1.0043265573059335,26.42998999999986,0.7639865166313391,0.6524281662010719,1.36354747907139,2.7231823454519226
6429485e-663f-49ee-981a-859525073296,XAUUSD,SELL,TP_HIT,513,2017-06-29 22:00:00,1242.6299900000001,1242.6299900000001,1274,1226.8499500000005,1250.54001,514,2017-07-01 22:00:00,515,2017-07-02 22:00:00,1226.8499500000005,20103.770959999547,39.83515498074423,2,0.861208547790315,3.3899900000001253,0.35333559095035383,0.2081962710098518,0.7731627547480745,1.5424157203692068
cf513287-f44b-4a96-a4f6-b9c7d6ea91c5,XAUUSD,SELL,SL_HIT,519,2017-07-06 22:00:00,1222.35999,1222.35999,2044,1212.5199499999999,1227.30001,523,2017-07-11 22:00:00,525,2017-07-13 22:00:00,1227.30001,-10097.400880000008,28.54537979284268,5,1.8318545930120231,17.53998999999999,1.6928080846055333,0.5040245146422822,0.45602402615808646,0.9083555650294196
2cb53ab8-cc80-4af2-940f-07267b8ce8a2,XAUUSD,BUY,TP_HIT,535,2017-07-25 22:00:00,1254.84001,1254.84001,1838,1265.7800499999998,1249.34999,536,2017-07-26 22:00:00,537,2017-07-27 22:00:00,1265.7800499999998,20107.793519999916,64.97786437261107,2,1.2122409578080575,10.479990000000043,0.8524049179032485,0.21830154198923532,0.5422985663129923,1.0806459734949614
b3aea39d-95b7-4dc2-8c69-105bb96bf0be,XAUUSD,BUY,SL_HIT,537,2017-07-27 22:00:00,1261.3500099999999,1261.3500099999999,4470,1265.8500499999998,1259.07999,542,2017-08-02 22:00:00,543,2017-08-03 22:00:00,1259.07999,-10146.989399999693,68.05616655189426,6,1.290201118475665,12.739990000000034,1.2803467414957623,0.15853871093324784,0.21811275429861218,0.4323821459079367
00493996-4d0b-48b1-b633-8cdc8320dc8c,XAUUSD,BUY,TP_HIT,547,2017-08-08 22:00:00,1268.6200099999999,1268.6200099999999,897,1291.0200499999994,1257.3999900000001,552,2017-08-14 22:00:00,555,2017-08-17 22:00:00,1291.0200499999994,20092.835879999584,67.1256205220267,6,1.3023640300298887,23.489990000000034,2.292124102842546,0.18620039847446557,1.093807431880281,2.1837153789757604
ef0d888f-3fab-4d21-bc5f-cfd680b71dc6,XAUUSD,BUY,SL_HIT,557,2017-08-20 22:00:00,1288.72001,1288.72001,1767,1300.10005,1283.00999,558,2017-08-21 22:00:00,559,2017-08-22 22:00:00,1283.00999,-10089.605339999975,64.19843855900984,2,1.3379785646253617,5.109989999999925,0.4834382303054528,0.29893454580611506,0.5401652643176922,1.0765465470429052
3c92bd44-f198-41b1-b9e9-c8bffef4c600,XAUUSD,BUY,SL_HIT,559,2017-08-22 22:00:00,1290.58001,1290.58001,1512,1303.8800499999995,1283.90999,560,2017-08-23 22:00:00,561,2017-08-24 22:00:00,1283.90999,-10085.07023999969,62.149597446706096,2,1.1791960279138016,0.8599900000001526,0.08460361246874792,0.06997541839384924,0.6393663564319403,1.2748984433628512
cf3b1f17-5f3d-4dce-a663-1981f101266d,XAUUSD,BUY,TP_HIT,566,2017-08-30 22:00:00,1318.72001,1318.72001,980,1339.2400499999999,1308.43999,567,2017-08-31 22:00:00,569,2017-09-03 22:00:00,1339.2400499999999,20109.63919999988,69.14812649314487,2,1.2949290267625153,18.129989999999907,0.3772213923833373,0.23625806077071898,0.7885511655468329,1.5740340445901528
5d870143-cb76-43bc-bd85-ccbfeaf73d5e,XAUUSD,BUY,SL_HIT,572,2017-09-06 22:00:00,1341.67001,1334.55,1270,1357.51005,1333.72999,574,2017-09-09 22:00:00,575,2017-09-10 22:00:00,1333.72999,-1041.412699999887,72.880729366605,3,1.352199446296359,15.879989999999907,1.2062744734949518,0.18654847616344125,0.6045708700845795,1.2060960507624119
efe5a338-a7ca-48c6-9fc8-3654156f064b,XAUUSD,BUY,SL_HIT,578,2017-09-13 22:00:00,1332.07001,1332.07001,1096,1350.4100499999995,1322.8799900000001,579,2017-09-14 22:00:00,580,2017-09-16 22:00:00,1319.59,-13678.090959999992,60.03452731520166,2,0.6374892375967172,2.289989999999989,0.11183703631737887,0.02093713394135322,0.687188141656175,1.3713852641778734
769427f1-cc92-4854-90f9-cb2f3903a8db,XAUUSD,BUY,SL_HIT,587,2017-09-24 22:00:00,1297.64001,1297.64001,2371,1306.12005,1293.3799900000001,588,2017-09-25 22:00:00,589,2017-09-26 22:00:00,1293.3799900000001,-10100.507419999858,49.54083494054231,2,0.9778294334323063,16.029989999999998,1.071702204083088,0.27365555130455593,0.3321305189938522,0.6611424562064587
50c02043-e48b-48d0-b68f-0eb69313f92a,XAUUSD,SELL,SL_HIT,596,2017-10-04 22:00:00,1271.72999,1271.72999,3212,1265.4699500000004,1274.8800099999999,597,2017-10-05 22:00:00,598,2017-10-07 22:00:00,1274.8800099999999,-10117.864239999399,35.30814720888236,2,0.8425580035975128,11.05998999999997,0.4341580074026767,0.20653680538331057,0.2612831597162869,0.5192484591051338
3a0c14fa-9017-4666-b17e-05daba0e1824,XAUUSD,SELL,SL_HIT,610,2017-10-21 22:00:00,1280.1499900000001,1280.1499900000001,1021,1260.4699500000004,1290.01001,611,2017-10-22 22:00:00,633,2017-11-16 22:00:00,1290.01001,-10067.080419999846,42.5652685031474,2,0.01847478212020872,16.369990000000143,0.2901382106740494,0.07173483005915403,0.8953251380757996,1.787018132857468
202c071c-1915-4206-868b-527344532cd7,XAUUSD,SELL,SL_HIT,621,2017-11-02 22:00:00,1270.47999,1270.47999,1428,1256.3999500000002,1277.54001,622,2017-11-04 22:00:00,623,2017-11-05 22:00:00,1277.54001,-10081.70855999985,41.99613986466238,2,1.0540844477060232,4.9699900000000525,0.48009483263459024,0.3562536865892867,0.6465702191244199,1.28947716126592
4f77f6e4-c92c-41e4-ac8c-5ec890613739,XAUUSD,SELL,SL_HIT,627,2017-11-09 22:00:00,1277.54999,1277.54999,1181,1260.52995,1286.08001,629,2017-11-12 22:00:00,631,2017-11-14 22:00:00,1286.08001,-10073.953619999907,46.757736047255115,3,1.1409066596984334,7.54998999999998,0.42473702837378263,0.20093003224554323,0.789832808136053,1.575961836875878
bb003dca-4190-4eca-838f-0939c0511791,XAUUSD,BUY,SL_HIT,633,2017-11-16 22:00:00,1280.96001,1280.96001,5947,1284.34005,1279.24999,635,2017-11-19 22:00:00,636,2017-11-20 22:00:00,1279.24999,-10169.488939999916,60.08796129804519,3,1.1603464621949504,16.009990000000016,1.4959416667036947,0.26969333487585767,0.16181789351031167,0.3198506174083342
036f11c7-33ff-4aed-84dc-ee25a6205da8,XAUUSD,BUY,SL_HIT,641,2017-11-26 22:00:00,1291.24001,1291.24001,2603,1298.9600499999997,1287.3599900000002,642,2017-11-27 22:00:00,643,2017-11-28 22:00:00,1287.3599900000002,-10099.692059999561,58.02065182316958,2,1.2253793065806902,7.999990000000025,0.824329741036387,0.47932656387711015,0.3907135828517621,0.7773992113852328
f3fd4ae2-656d-47fa-88c1-7a76c758569e,XAUUSD,SELL,TP_HIT,643,2017-11-28 22:00:00,1287.3799900000001,1287.3799900000001,1397,1272.9999500000006,1294.59001,645,2017-11-30 22:00:00,646,2017-12-02 22:00:00,1272.59,20661.616030000303,49.35405703950488,3,1.5247126112396756,17.019990000000234,1.5573235221951378,0.20877279223081635,0.7167885749713725,1.4296005253288286
bd313433-a595-4303-86ab-0f36158053d8,XAUUSD,SELL,SL_HIT,653,2017-12-10 22:00:00,1247.07999,1247.0799900000002,6791,1244.11995,1248.58001,655,2017-12-12 22:00:00,656,2017-12-13 22:00:00,1254.03,-47197.51790999859,29.500073109144637,3,0.8641279187619555,10.579989999999952,0.97992423265939,0.20712890453656066,0.14451046482927488,0.28516736864391934
31ee1956-c768-4c3d-af36-6da1a440721d,XAUUSD,BUY,SL_HIT,671,2018-01-03 22:00:00,1320.23001,1320.23001,1093,1338.61005,1311.01999,672,2018-01-04 22:00:00,675,2018-01-08 22:00:00,1311.01999,-10066.551859999985,73.37279577961135,2,1.4690406521900434,5.809989999999971,0.5433090418961002,0.46998485402085566,0.8554485978713836,1.707181900454068
6564aca8-78ee-494d-b5fa-4e654d22a962,XAUUSD,SELL,SL_HIT,702,2018-02-08 22:00:00,1319.23999,1319.23999,3500,1313.4999500000004,1322.1300099999999,704,2018-02-11 22:00:00,705,2018-02-12 22:00:00,1322.53,-11515.034999999785,42.30622526434883,3,1.51036345273633,8.089989999999943,0.6377806326900352,0.3311377509202641,0.21219395186574827,0.4214509835459536
0a8cc212-ab96-4b39-a2a2-1a636ccf4b28,XAUUSD,BUY,SL_HIT,716,2018-02-25 22:00:00,1330.55001,1330.55001,2920,1337.43005,1327.08999,717,2018-02-26 22:00:00,718,2018-02-27 22:00:00,1317.53,-38018.429199999875,49.847286129252616,2,1.2803489681950002,10.519990000000007,0.8124158569578978,0.7258510470970917,0.2847459342377423,0.5662000269920541
84ddeca5-05b9-4fbf-9e50-ca403b156a2d,XAUUSD,BUY,SL_HIT,738,2018-03-22 22:00:00,1332.01001,1332.01001,9748,1334.0700499999998,1330.95999,742,2018-03-27 22:00:00,743,2018-03-28 22:00:00,1326.28,-55856.13747999993,63.34531052373265,5,1.9699266111331304,24.869990000000143,1.8849714079075095,0.2533779450708724,0.08314122183852793,0.16311521936367288
dbef2b4c-a32c-4534-85d9-2ad87c53df68,XAUUSD,BUY,SL_HIT,747,2018-04-03 14:00:00,1337.38001,1337.38001,9207,1339.5600500000003,1336.26999,748,2018-04-03 15:00:00,749,2018-04-03 16:00:00,1336.26999,-10219.954140000707,54.038321295955235,2,0.04233551820443925,3.629989999999907,0.05144197107230851,0.028323270750138147,0.10479798999350487,0.20581954388699705
